EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_ACCURACY
1	16:05:02	0	0.1000	0.8097791696761871	0.6833338141441345		0.5699
2	16:06:37	1	0.1000	0.6876938313870997	0.6836249828338623		0.5699
3	16:08:11	2	0.1000	0.6856678470031364	0.685141384601593		0.5699
